LAUS Code,State FIPS Code,County FIPS Code,County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate 
CN0110300000000,1,103,"Morgan County, AL",2014,"56,069","52,365","3,704",6.6
CN0110500000000,1,105,"Perry County, AL",2014,"3,492","3,068",424,12.1
CN0110700000000,1,107,"Pickens County, AL",2014,"7,766","7,128",638,8.2
CN0110900000000,1,109,"Pike County, AL",2014,"14,958","13,854","1,104",7.4
CN0111100000000,1,111,"Randolph County, AL",2014,"9,281","8,655",626,6.7
CN0111300000000,1,113,"Russell County, AL",2014,"24,783","23,160","1,623",6.5
CN0111500000000,1,115,"St. Clair County, AL",2014,"38,538","36,308","2,230",5.8
CN0111700000000,1,117,"Shelby County, AL",2014,"107,278","102,457","4,821",4.5
CN0111900000000,1,119,"Sumter County, AL",2014,"5,376","4,919",457,8.5
CN0112100000000,1,121,"Talladega County, AL",2014,"35,414","32,657","2,757",7.8
CN0112300000000,1,123,"Tallapoosa County, AL",2014,"18,433","17,045","1,388",7.5
CN0112500000000,1,125,"Tuscaloosa County, AL",2014,"97,127","91,375","5,752",5.9
CN0112700000000,1,127,"Walker County, AL",2014,"25,771","23,728","2,043",7.9
CN0112900000000,1,129,"Washington County, AL",2014,"6,659","6,018",641,9.6
CN0113100000000,1,131,"Wilcox County, AL",2014,"2,868","2,381",487,17
CN0113300000000,1,133,"Winston County, AL",2014,"9,637","8,807",830,8.6
CN0201300000000,2,13,"Aleutians East Borough, AK",2014,"2,226","2,126",100,4.5
CN0201600000000,2,16,"Aleutians West Census Area, AK",2014,"4,477","4,263",214,4.8
CN0202000000000,2,20,"Anchorage Borough/municipality, AK",2014,"158,131","149,931","8,200",5.2
CN0205000000000,2,50,"Bethel Census Area, AK",2014,"7,305","6,134","1,171",16
CN0206000000000,2,60,"Bristol Bay Borough, AK",2014,497,457,40,8
CN0206800000000,2,68,"Denali Borough, AK",2014,"1,072",962,110,10.3
CN0207000000000,2,70,"Dillingham Census Area, AK",2014,"2,119","1,907",212,10
CN0209000000000,2,90,"Fairbanks North Star Borough, AK",2014,"46,807","44,116","2,691",5.7
CN0210000000000,2,100,"Haines Borough, AK",2014,"1,112",994,118,10.6
CN0210500000000,2,105,"Hoonah-Angoon Census Area, AK",2014,"1,140",968,172,15.1
CN0211000000000,2,110,"Juneau Borough/city, AK",2014,"17,466","16,587",879,5
CN0212200000000,2,122,"Kenai Peninsula Borough, AK",2014,"27,961","25,773","2,188",7.8
CN0213000000000,2,130,"Ketchikan Gateway Borough, AK",2014,"7,105","6,551",554,7.8
CN0215000000000,2,150,"Kodiak Island Borough, AK",2014,"6,583","6,211",372,5.7
CN0215800000000,2,158,"Kusilvak Census Area, AK",2014,"2,827","2,156",671,23.7
CN0216400000000,2,164,"Lake and Peninsula Borough, AK",2014,645,540,105,16.3
CN0217000000000,2,170,"Matanuska-Susitna Borough, AK",2014,"44,897","41,292","3,605",8
CN0218000000000,2,180,"Nome Census Area, AK",2014,"4,123","3,618",505,12.2
CN0218500000000,2,185,"North Slope Borough, AK",2014,"4,351","4,093",258,5.9
CN0218800000000,2,188,"Northwest Arctic Borough, AK",2014,"3,006","2,496",510,17
CN0219500000000,2,195,"Petersburg Borough, AK",2014,"1,582","1,433",149,9.4
CN0219800000000,2,198,"Prince of Wales-Hyder Census Area, AK",2014,"2,836","2,458",378,13.3
CN0222000000000,2,220,"Sitka Borough/city, AK",2014,"4,684","4,446",238,5.1
CN0223000000000,2,230,"Skagway Municipality, AK",2014,805,710,95,11.8
CN0224000000000,2,240,"Southeast Fairbanks Census Area, AK",2014,"2,921","2,536",385,13.2
CN0226100000000,2,261,"Valdez-Cordova Census Area, AK",2014,"4,885","4,415",470,9.6
CN0227500000000,2,275,"Wrangell Borough/city, AK",2014,"1,061",972,89,8.4
CN0228200000000,2,282,"Yakutat Borough/city, AK",2014,273,246,27,9.9
CN0229000000000,2,290,"Yukon-Koyukuk Census Area, AK",2014,"2,585","2,096",489,18.9
CN0400100000000,4,1,"Apache County, AZ",2014,"21,171","17,859","3,312",15.6
CN0400300000000,4,3,"Cochise County, AZ",2014,"50,883","46,611","4,272",8.4
CN0400500000000,4,5,"Coconino County, AZ",2014,"72,024","66,931","5,093",7.1
CN0400700000000,4,7,"Gila County, AZ",2014,"21,374","19,601","1,773",8.3
CN0400900000000,4,9,"Graham County, AZ",2014,"14,415","13,346","1,069",7.4
CN0401100000000,4,11,"Greenlee County, AZ",2014,"4,712","4,406",306,6.5
CN0401200000000,4,12,"La Paz County, AZ",2014,"7,941","7,339",602,7.6
CN0401300000000,4,13,"Maricopa County, AZ",2014,"1,958,806","1,845,379","113,427",5.8
CN0401500000000,4,15,"Mohave County, AZ",2014,"78,315","71,507","6,808",8.7
CN0401700000000,4,17,"Navajo County, AZ",2014,"41,609","37,011","4,598",11.1
CN0401900000000,4,19,"Pima County, AZ",2014,"462,327","434,481","27,846",6
CN0402100000000,4,21,"Pinal County, AZ",2014,"153,500","142,784","10,716",7
CN0402300000000,4,23,"Santa Cruz County, AZ",2014,"20,258","17,643","2,615",12.9
CN0402500000000,4,25,"Yavapai County, AZ",2014,"95,505","89,535","5,970",6.3
CN0402700000000,4,27,"Yuma County, AZ",2014,"93,272","71,959","21,313",22.9
CN0500100000000,5,1,"Arkansas County, AR",2014,"9,368","8,860",508,5.4
CN0500300000000,5,3,"Ashley County, AR",2014,"8,391","7,607",784,9.3
CN0500500000000,5,5,"Baxter County, AR",2014,"15,823","14,756","1,067",6.7
CN0500700000000,5,7,"Benton County, AR",2014,"114,222","108,917","5,305",4.6
CN0500900000000,5,9,"Boone County, AR",2014,"15,501","14,566",935,6
CN0501100000000,5,11,"Bradley County, AR",2014,"4,112","3,765",347,8.4
CN0501300000000,5,13,"Calhoun County, AR",2014,"2,343","2,187",156,6.7
CN0501500000000,5,15,"Carroll County, AR",2014,"12,414","11,765",649,5.2
CN0501700000000,5,17,"Chicot County, AR",2014,"3,813","3,410",403,10.6
CN0501900000000,5,19,"Clark County, AR",2014,"9,425","8,762",663,7
CN0502100000000,5,21,"Clay County, AR",2014,"6,349","5,848",501,7.9
CN0502300000000,5,23,"Cleburne County, AR",2014,"9,647","8,843",804,8.3
CN0502500000000,5,25,"Cleveland County, AR",2014,"3,420","3,185",235,6.9
CN0502700000000,5,27,"Columbia County, AR",2014,"9,443","8,761",682,7.2
CN0502900000000,5,29,"Conway County, AR",2014,"8,509","7,895",614,7.2
CN0503100000000,5,31,"Craighead County, AR",2014,"48,971","46,279","2,692",5.5
CN0503300000000,5,33,"Crawford County, AR",2014,"26,528","24,925","1,603",6
CN0503500000000,5,35,"Crittenden County, AR",2014,"21,219","19,637","1,582",7.5
CN0503700000000,5,37,"Cross County, AR",2014,"8,015","7,501",514,6.4
CN0503900000000,5,39,"Dallas County, AR",2014,"2,850","2,582",268,9.4
CN0504100000000,5,41,"Desha County, AR",2014,"5,497","5,049",448,8.1
CN0504300000000,5,43,"Drew County, AR",2014,"7,905","7,233",672,8.5
CN0504500000000,5,45,"Faulkner County, AR",2014,"58,437","55,159","3,278",5.6
CN0504700000000,5,47,"Franklin County, AR",2014,"7,213","6,800",413,5.7
CN0504900000000,5,49,"Fulton County, AR",2014,"4,752","4,475",277,5.8
CN0505100000000,5,51,"Garland County, AR",2014,"39,926","37,375","2,551",6.4
CN0505300000000,5,53,"Grant County, AR",2014,"8,137","7,689",448,5.5
CN0505500000000,5,55,"Greene County, AR",2014,"19,427","18,187","1,240",6.4
CN0505700000000,5,57,"Hempstead County, AR",2014,"9,826","9,233",593,6
CN0505900000000,5,59,"Hot Spring County, AR",2014,"13,835","13,027",808,5.8
CN0506100000000,5,61,"Howard County, AR",2014,"6,131","5,772",359,5.9
CN0506300000000,5,63,"Independence County, AR",2014,"15,327","14,122","1,205",7.9
CN0506500000000,5,65,"Izard County, AR",2014,"4,867","4,497",370,7.6
CN0506700000000,5,67,"Jackson County, AR",2014,"6,130","5,560",570,9.3
CN0506900000000,5,69,"Jefferson County, AR",2014,"29,209","26,634","2,575",8.8
CN0507100000000,5,71,"Johnson County, AR",2014,"10,191","9,518",673,6.6
CN0507300000000,5,73,"Lafayette County, AR",2014,"2,636","2,428",208,7.9
CN0507500000000,5,75,"Lawrence County, AR",2014,"7,013","6,501",512,7.3
CN0507700000000,5,77,"Lee County, AR",2014,"3,221","2,973",248,7.7
CN0507900000000,5,79,"Lincoln County, AR",2014,"4,171","3,873",298,7.1
CN0508100000000,5,81,"Little River County, AR",2014,"5,487","5,125",362,6.6
CN0508300000000,5,83,"Logan County, AR",2014,"8,985","8,443",542,6
CN0508500000000,5,85,"Lonoke County, AR",2014,"32,408","30,737","1,671",5.2
CN0508700000000,5,87,"Madison County, AR",2014,"6,895","6,559",336,4.9
CN0508900000000,5,89,"Marion County, AR",2014,"6,469","6,059",410,6.3
CN0509100000000,5,91,"Miller County, AR",2014,"19,173","18,048","1,125",5.9
CN0509300000000,5,93,"Mississippi County, AR",2014,"18,886","17,131","1,755",9.3
CN0509500000000,5,95,"Monroe County, AR",2014,"3,061","2,853",208,6.8
CN0509700000000,5,97,"Montgomery County, AR",2014,"3,316","3,049",267,8.1
CN0509900000000,5,99,"Nevada County, AR",2014,"3,646","3,423",223,6.1
CN0510100000000,5,101,"Newton County, AR",2014,"3,328","3,132",196,5.9
CN0510300000000,5,103,"Ouachita County, AR",2014,"9,854","9,060",794,8.1
CN0510500000000,5,105,"Perry County, AR",2014,"4,189","3,862",327,7.8
CN0510700000000,5,107,"Phillips County, AR",2014,"7,156","6,463",693,9.7
CN0510900000000,5,109,"Pike County, AR",2014,"4,163","3,855",308,7.4
CN0511100000000,5,111,"Poinsett County, AR",2014,"10,003","9,302",701,7
CN0511300000000,5,113,"Polk County, AR",2014,"8,370","7,841",529,6.3
CN0511500000000,5,115,"Pope County, AR",2014,"29,311","27,460","1,851",6.3
CN0511700000000,5,117,"Prairie County, AR",2014,"3,774","3,554",220,5.8
CN0511900000000,5,119,"Pulaski County, AR",2014,"182,643","172,495","10,148",5.6
CN0512100000000,5,121,"Randolph County, AR",2014,"6,485","5,968",517,8
CN0512300000000,5,123,"St. Francis County, AR",2014,"8,889","8,109",780,8.8
CN0512500000000,5,125,"Saline County, AR",2014,"54,044","51,404","2,640",4.9
CN0512700000000,5,127,"Scott County, AR",2014,"4,497","4,268",229,5.1
CN0512900000000,5,129,"Searcy County, AR",2014,"2,963","2,773",190,6.4
CN0513100000000,5,131,"Sebastian County, AR",2014,"56,595","53,351","3,244",5.7
CN0513300000000,5,133,"Sevier County, AR",2014,"5,734","5,329",405,7.1
CN0513500000000,5,135,"Sharp County, AR",2014,"5,909","5,405",504,8.5
CN0513700000000,5,137,"Stone County, AR",2014,"4,654","4,296",358,7.7
CN0513900000000,5,139,"Union County, AR",2014,"16,412","15,187","1,225",7.5
CN0514100000000,5,141,"Van Buren County, AR",2014,"6,390","5,869",521,8.2
CN0514300000000,5,143,"Washington County, AR",2014,"109,012","104,209","4,803",4.4
CN0514500000000,5,145,"White County, AR",2014,"34,124","31,703","2,421",7.1
CN0514700000000,5,147,"Woodruff County, AR",2014,"3,134","2,894",240,7.7
CN0514900000000,5,149,"Yell County, AR",2014,"8,943","8,434",509,5.7
CN0600100000000,6,1,"Alameda County, CA",2014,"809,620","762,549","47,071",5.8
CN0600300000000,6,3,"Alpine County, CA",2014,511,469,42,8.2
CN0600500000000,6,5,"Amador County, CA",2014,"14,376","13,182","1,194",8.3
CN0600700000000,6,7,"Butte County, CA",2014,"101,437","92,668","8,769",8.6
CN0600900000000,6,9,"Calaveras County, CA",2014,"20,283","18,660","1,623",8
CN0601100000000,6,11,"Colusa County, CA",2014,"11,108","9,176","1,932",17.4
CN0601300000000,6,13,"Contra Costa County, CA",2014,"540,649","507,303","33,346",6.2
CN0601500000000,6,15,"Del Norte County, CA",2014,"9,951","8,949","1,002",10.1
CN0601700000000,6,17,"El Dorado County, CA",2014,"88,075","81,933","6,142",7
CN0601900000000,6,19,"Fresno County, CA",2014,"439,106","388,267","50,839",11.6
CN0602100000000,6,21,"Glenn County, CA",2014,"12,827","11,461","1,366",10.6
CN0602300000000,6,23,"Humboldt County, CA",2014,"62,482","58,321","4,161",6.7
CN0602500000000,6,25,"Imperial County, CA",2014,"78,400","59,573","18,827",24
CN0602700000000,6,27,"Inyo County, CA",2014,"9,230","8,601",629,6.8
CN0602900000000,6,29,"Kern County, CA",2014,"393,279","352,350","40,929",10.4
CN0603100000000,6,31,"Kings County, CA",2014,"57,553","50,695","6,858",11.9
CN0603300000000,6,33,"Lake County, CA",2014,"29,339","26,716","2,623",8.9
CN0603500000000,6,35,"Lassen County, CA",2014,"10,838","9,851",987,9.1
CN0603700000000,6,37,"Los Angeles County, CA",2014,"5,006,759","4,593,903","412,856",8.2
CN0603900000000,6,39,"Madera County, CA",2014,"61,926","54,989","6,937",11.2
CN0604100000000,6,41,"Marin County, CA",2014,"139,061","133,129","5,932",4.3
CN0604300000000,6,43,"Mariposa County, CA",2014,"8,105","7,395",710,8.8
CN0604500000000,6,45,"Mendocino County, CA",2014,"40,461","37,630","2,831",7
CN0604700000000,6,47,"Merced County, CA",2014,"114,538","99,843","14,695",12.8
CN0604900000000,6,49,"Modoc County, CA",2014,"3,373","3,027",346,10.3
CN0605100000000,6,51,"Mono County, CA",2014,"8,257","7,675",582,7
CN0605300000000,6,53,"Monterey County, CA",2014,"218,134","198,411","19,723",9
CN0605500000000,6,55,"Napa County, CA",2014,"73,559","69,386","4,173",5.7
CN0605700000000,6,57,"Nevada County, CA",2014,"47,939","44,800","3,139",6.5
CN0605900000000,6,59,"Orange County, CA",2014,"1,571,950","1,485,742","86,208",5.5
CN0606100000000,6,61,"Placer County, CA",2014,"175,810","164,800","11,010",6.3
CN0606300000000,6,63,"Plumas County, CA",2014,"8,115","7,179",936,11.5
CN0606500000000,6,65,"Riverside County, CA",2014,"1,013,018","930,011","83,007",8.2
CN0606700000000,6,67,"Sacramento County, CA",2014,"680,369","630,701","49,668",7.3
CN0606900000000,6,69,"San Benito County, CA",2014,"29,228","26,502","2,726",9.3
CN0607100000000,6,71,"San Bernardino County, CA",2014,"907,122","834,540","72,582",8
CN0607300000000,6,73,"San Diego County, CA",2014,"1,543,728","1,444,464","99,264",6.4
CN0607500000000,6,75,"San Francisco County/city, CA",2014,"529,604","506,460","23,144",4.4
CN0607700000000,6,77,"San Joaquin County, CA",2014,"312,641","279,711","32,930",10.5
CN0607900000000,6,79,"San Luis Obispo County, CA",2014,"140,501","132,670","7,831",5.6
CN0608100000000,6,81,"San Mateo County, CA",2014,"427,716","409,695","18,021",4.2
CN0608300000000,6,83,"Santa Barbara County, CA",2014,"218,219","204,885","13,334",6.1
CN0608500000000,6,85,"Santa Clara County, CA",2014,"991,778","940,691","51,087",5.2
CN0608700000000,6,87,"Santa Cruz County, CA",2014,"142,586","130,106","12,480",8.8
CN0608900000000,6,89,"Shasta County, CA",2014,"75,014","67,801","7,213",9.6
CN0609100000000,6,91,"Sierra County, CA",2014,"1,416","1,273",143,10.1
CN0609300000000,6,93,"Siskiyou County, CA",2014,"18,039","16,039","2,000",11.1
CN0609500000000,6,95,"Solano County, CA",2014,"203,175","187,891","15,284",7.5
CN0609700000000,6,97,"Sonoma County, CA",2014,"256,623","242,234","14,389",5.6
CN0609900000000,6,99,"Stanislaus County, CA",2014,"241,047","214,126","26,921",11.2
CN0610100000000,6,101,"Sutter County, CA",2014,"44,374","38,764","5,610",12.6
CN0610300000000,6,103,"Tehama County, CA",2014,"25,132","22,716","2,416",9.6
CN0610500000000,6,105,"Trinity County, CA",2014,"5,180","4,691",489,9.4
CN0610700000000,6,107,"Tulare County, CA",2014,"198,547","172,475","26,072",13.1
CN0610900000000,6,109,"Tuolumne County, CA",2014,"21,618","19,748","1,870",8.7
CN0611100000000,6,111,"Ventura County, CA",2014,"430,932","402,283","28,649",6.6
CN0611300000000,6,113,"Yolo County, CA",2014,"102,429","94,722","7,707",7.5
CN0611500000000,6,115,"Yuba County, CA",2014,"27,949","24,818","3,131",11.2
CN0800100000000,8,1,"Adams County, CO",2014,"245,809","231,748","14,061",5.7
CN0800300000000,8,3,"Alamosa County, CO",2014,"7,535","6,993",542,7.2
CN0800500000000,8,5,"Arapahoe County, CO",2014,"332,255","316,003","16,252",4.9
CN0800700000000,8,7,"Archuleta County, CO",2014,"5,743","5,399",344,6
CN0800900000000,8,9,"Baca County, CO",2014,"1,931","1,878",53,2.7
CN0801100000000,8,11,"Bent County, CO",2014,"1,656","1,569",87,5.3
CN0801300000000,8,13,"Boulder County, CO",2014,"176,733","169,510","7,223",4.1
CN0801400000000,8,14,"Broomfield County/city, CO",2014,"34,285","32,836","1,449",4.2
CN0801500000000,8,15,"Chaffee County, CO",2014,"8,411","8,044",367,4.4
CN0801700000000,8,17,"Cheyenne County, CO",2014,974,946,28,2.9
CN0801900000000,8,19,"Clear Creek County, CO",2014,"5,533","5,278",255,4.6
CN0802100000000,8,21,"Conejos County, CO",2014,"3,619","3,338",281,7.8
CN0802300000000,8,23,"Costilla County, CO",2014,"1,614","1,468",146,9
CN0802500000000,8,25,"Crowley County, CO",2014,"1,319","1,242",77,5.8
CN0802700000000,8,27,"Custer County, CO",2014,"1,986","1,894",92,4.6
CN0802900000000,8,29,"Delta County, CO",2014,"13,640","12,680",960,7
CN0803100000000,8,31,"Denver County/city, CO",2014,"369,925","352,174","17,751",4.8
CN0803300000000,8,33,"Dolores County, CO",2014,"1,333","1,281",52,3.9
CN0803500000000,8,35,"Douglas County, CO",2014,"169,740","162,934","6,806",4
CN0803700000000,8,37,"Eagle County, CO",2014,"32,494","31,139","1,355",4.2
CN0803900000000,8,39,"Elbert County, CO",2014,"12,999","12,445",554,4.3
CN0804100000000,8,41,"El Paso County, CO",2014,"307,611","289,176","18,435",6
CN0804300000000,8,43,"Fremont County, CO",2014,"14,576","13,380","1,196",8.2
CN0804500000000,8,45,"Garfield County, CO",2014,"31,269","29,624","1,645",5.3
CN0804700000000,8,47,"Gilpin County, CO",2014,"3,461","3,309",152,4.4
CN0804900000000,8,49,"Grand County, CO",2014,"8,958","8,598",360,4
CN0805100000000,8,51,"Gunnison County, CO",2014,"9,705","9,313",392,4
CN0805300000000,8,53,"Hinsdale County, CO",2014,435,419,16,3.7
CN0805500000000,8,55,"Huerfano County, CO",2014,"2,419","2,177",242,10
CN0805700000000,8,57,"Jackson County, CO",2014,837,807,30,3.6
CN0805900000000,8,59,"Jefferson County, CO",2014,"308,586","294,551","14,035",4.5
CN0806100000000,8,61,"Kiowa County, CO",2014,754,729,25,3.3
CN0806300000000,8,63,"Kit Carson County, CO",2014,"4,326","4,194",132,3.1
CN0806500000000,8,65,"Lake County, CO",2014,"4,520","4,311",209,4.6
CN0806700000000,8,67,"La Plata County, CO",2014,"30,011","28,747","1,264",4.2
CN0806900000000,8,69,"Larimer County, CO",2014,"177,642","170,079","7,563",4.3
CN0807100000000,8,71,"Las Animas County, CO",2014,"6,445","5,960",485,7.5
CN0807300000000,8,73,"Lincoln County, CO",2014,"2,140","2,053",87,4.1
CN0807500000000,8,75,"Logan County, CO",2014,"11,030","10,612",418,3.8
CN0807700000000,8,77,"Mesa County, CO",2014,"73,445","68,868","4,577",6.2
CN0807900000000,8,79,"Mineral County, CO",2014,425,404,21,4.9
CN0808100000000,8,81,"Moffat County, CO",2014,"7,329","6,907",422,5.8
CN0808300000000,8,83,"Montezuma County, CO",2014,"12,695","11,923",772,6.1
CN0808500000000,8,85,"Montrose County, CO",2014,"19,329","18,018","1,311",6.8
CN0808700000000,8,87,"Morgan County, CO",2014,"14,852","14,171",681,4.6
CN0808900000000,8,89,"Otero County, CO",2014,"7,994","7,384",610,7.6
CN0809100000000,8,91,"Ouray County, CO",2014,"2,141","2,017",124,5.8
CN0809300000000,8,93,"Park County, CO",2014,"9,384","8,953",431,4.6
CN0809500000000,8,95,"Phillips County, CO",2014,"2,259","2,185",74,3.3
CN0809700000000,8,97,"Pitkin County, CO",2014,"11,059","10,521",538,4.9
CN0809900000000,8,99,"Prowers County, CO",2014,"5,744","5,475",269,4.7
CN0810100000000,8,101,"Pueblo County, CO",2014,"72,532","67,234","5,298",7.3
CN0810300000000,8,103,"Rio Blanco County, CO",2014,"2,948","2,774",174,5.9
CN0810500000000,8,105,"Rio Grande County, CO",2014,"4,836","4,391",445,9.2
CN0810700000000,8,107,"Routt County, CO",2014,"14,429","13,828",601,4.2
CN0810900000000,8,109,"Saguache County, CO",2014,"3,014","2,751",263,8.7
CN0811100000000,8,111,"San Juan County, CO",2014,477,452,25,5.2
CN0811300000000,8,113,"San Miguel County, CO",2014,"4,936","4,702",234,4.7
CN0811500000000,8,115,"Sedgwick County, CO",2014,"1,089","1,039",50,4.6
